source,target,weight,oneway
154752454,5802485471,473.6727743361333,False
154752462,154752502,562.1094190298827,False
154752462,154752454,58.842935396128986,False
154752462,154795644,603.5165810730165,False
154752502,154752462,562.1094190298829,False
154752502,154786520,165.95655700807566,False
154752509,154752429,314.7603756482519,False
154752509,154783652,193.83544495551055,False
154752509,154783707,780.576368147865,False
154752792,154753603,1817.1942888946453,True
154753594,5316800344,59.93817967144349,True
154753594,154775311,125.99827198860618,True
154753603,154753594,374.67519962404623,True
154753603,154763217,453.70417538363506,True
154753899,154841158,41.036763244303685,True
154753899,4591252183,89.80240470322542,True
154753923,154753899,517.6639925684684,True
154753923,154753947,713.2560017851945,True
154753976,154753947,406.7108502950263,True
154753976,154841158,217.1752582486371,True
154756017,638967893,234.5744669068277,True
154756017,1840739199,162.32225825752474,True
154756069,154777895,54.13696132291623,False
154756347,154757756,524.1784816159943,True
154756459,154777874,53.222446772690645,False
154756459,154805293,18.726841796852916,False
154756459,154832423,154.68629218594606,False
154756459,154777885,23.27870284934892,False
154756527,154762622,76.44752058648876,False
154756527,154786122,70.4727807143866,False
154756527,154786120,71.25944947995062,False
154756691,154756699,162.65156266831423,False
154756691,5305567082,214.96099371741352,True
154756691,154836286,420.52374588053664,False
154756691,154849301,82.82679307201782,False
154756699,154756691,162.65156266831423,False
154756699,154787115,1082.0526091038746,False
154756699,154783596,545.607022579314,False
154756931,154847118,70.57811820665613,False
154756933,154780335,70.14832431477694,False
154756935,154770527,303.8081047916717,True
154756935,154777843,71.66883778401794,False
154756935,154817813,70.3796199432962,False
154757626,154828309,145.50888699041263,False
154757626,154787083,74.33911409038251,False
154757626,154825487,76.42328829805206,False
154757756,154757758,54.94628508631278,True
154757756,154804102,40.423894236975784,True
154757758,154804102,32.24037802269508,False
154757758,154778015,110.62386862903568,False
154758635,154791209,152.2912753378723,False
154758635,154841429,44.16001175139377,False
154758635,154854213,51.925799576242966,False
154758823,154814259,149.81237387480317,True
154758823,154766757,119.6418269428891,True
154758862,154777946,66.84763614802071,False
154758862,154758855,186.53848753181956,True
154758862,154801466,189.02071906066382,True
154759400,154844887,76.16490564883001,False
154759463,154814242,65.23740225364715,False
154759464,154844887,64.88398429350804,False
154759465,154782838,57.465790519823784,False
154759579,154759592,143.57036259644605,False
154759579,154777662,257.23798956475287,False
154759579,154845209,83.56480455563828,False
154759592,154759579,143.5703625964461,False
154759654,5223809973,130.0512609455214,True
154759654,154825483,76.7285212835118,False
154759654,154777807,78.23144070633717,False
154759749,154839586,76.17133563580319,False
154759799,3639615314,59.64105053743882,False
154759882,154839735,50.40654140515666,False
154759925,154809065,113.19588068474206,False
154759928,154839735,113.1048954917915,False
154760081,154793464,57.27485253561147,False
154760100,154831596,61.03666418864335,False
154760239,154794716,73.03860292085176,False
154760832,154801451,153.3123432777899,False
154760832,154801480,272.23396265216905,False
154760832,154777954,157.66570883496433,False
154761622,154798882,187.6158323467669,False
154761622,154814268,149.17464186395569,False
154761622,154789927,145.06935374804928,False
154762303,4591252407,17.577093568402066,False
154762303,154788446,923.6140054126779,True
154762535,638967905,326.69704410707294,True
154762535,5966787076,429.54508507382576,True
154762622,154762628,70.89341531527411,False
154762622,154825752,71.04491397235658,False
154762622,154756527,76.44752058648876,False
154762628,154789474,104.87052138848365,False
154762628,154786122,76.13510530335037,False
154762628,154762622,70.89341531527411,False
154762628,154778005,142.2555808760938,False
154763184,154763202,129.99832027151794,True
154763184,5316800335,103.08523627750051,False
154763184,5316800394,247.8569253625248,False
154763202,154763217,234.305795826527,True
154763217,154832775,2706.076804368409,True
154763259,154810762,154.6627719983314,False
154763259,154751543,77.9369630509061,False
154763259,154862038,74.91508326519035,False
154763680,154791064,171.32927659996523,False
154763680,3703616417,41.06652650611443,False
154763680,154788942,310.2013975676083,False
154763680,154795228,74.3798392268574,False
154764539,154807035,171.71635909294633,False
154765218,154814193,50.28716551487437,False
154765218,7078445466,55.266388098898354,False
154765243,154769109,935.524870371262,True
154765439,638967905,617.7317958742163,True
154765439,154752792,384.20806099788416,True
154765891,5616305008,44.060772346479204,False
154765891,154789852,126.44365533565782,False
154765891,5802033733,20.44483331008413,False
154766757,154778055,92.17371429192325,False
154766757,5296751452,52.46803600932161,False
154767479,154767493,181.5702641978791,True
154767479,154767505,138.17555409262627,True
154767493,2303848684,128.983066357429,True
154767493,638967893,369.5569838563713,True
154767505,2303848682,36.52877081478611,True
154767505,1840739199,133.02510551544202,True
154768106,154762303,473.5459085775022,True
154769084,7078445466,39.936271319280856,False
154769084,5316800394,65.67495249855276,False
154769109,154762535,2063.207416287866,True
154769651,154800846,9.624292000284198,True
154770151,638967882,253.29126967826994,True
154770151,154770162,66.03758460918344,False
154770151,154786143,36.44779417346397,False
154770162,154790612,37.63155440258177,False
154770162,154770151,66.03758460918344,False
154770178,3545523229,58.4899887179177,False
154770182,154810731,68.43626612108245,False
154770527,154777845,71.44030422267429,False
154770527,154786124,70.58671351222269,False
154770970,5298584669,74.93724484972364,True
154770970,5298596840,39.434556071930544,True
154770989,154804117,168.56184841018967,True
154770989,5298596841,88.06927012843622,True
154771485,154788801,70.52120645705227,False
154771623,154847528,70.02578315235044,False
154771635,154795269,69.97694468729863,False
154772241,4591252412,16.191274954514423,True
154772241,154768106,78.87903131769065,True
154772276,154765243,3260.5122163521305,True
154772300,154812698,59.35655691631589,False
154772605,154789951,68.33040481527422,False
154772607,154848585,66.14387934819034,False
154772883,154848748,183.07387077321113,False
154772883,154785591,125.22493096535534,True
154774280,154779433,78.91757539901683,False
154774280,154807030,53.05196002250067,False
154774280,154807033,51.49233237232228,False
154774381,154805263,175.51735806501728,False
154774381,154788446,624.3634371774152,False
154774381,154853298,771.7741907482639,False
154774408,154774410,8.422054742371163,False
154774410,154774408,8.422054742371163,False
154774410,154779512,350.2433867096743,False
154774410,154793169,51.46471508006561,False
154774773,154798256,43.15251099412672,False
154775311,5316800344,89.41222629183659,False
154775311,154814172,75.02562430613327,False
154776144,154813655,63.89261837838322,False
154777662,7248392531,136.35194547135794,False
154777662,154759579,257.23798956475287,False
154777668,154813827,47.636861315752846,False
154777668,154810745,227.23409621793508,True
154777668,154825494,88.73053110408746,False
154777775,154777777,151.89218911274043,True
154777775,154791917,157.0163526992145,False
154777775,154793452,152.50887602090705,False
154777777,154777778,146.51360439708574,True
154777777,154791919,155.4313876812761,False
154777777,154806652,155.85710332672306,False
154777778,154777782,17.416073499106112,True
154777778,154789966,156.17335365676922,True
154777782,154777784,146.21328236233288,True
154777782,154789972,155.36423422803304,True
154777784,154777786,152.37069375823856,True
154777784,154791924,155.8016169484775,False
154777784,154847553,155.62900409817786,False
154777786,154777788,152.20188896546702,True
154777786,154791926,155.8859971059788,False
154777788,154777790,152.61692960051096,True
154777788,154782815,156.0300426244335,False
154777788,154782813,154.53226356182554,True
154777790,154791928,155.69762532367457,False
154777790,154793409,155.05477119984093,False
154777790,154777792,151.07710685318773,True
154777792,154777794,152.79255914267253,True
154777792,154791930,156.14601934046087,False
154777792,154847555,155.1482377895302,False
154777794,5296125365,11.45034529411155,False
154777794,154777796,152.62529036620631,True
154777794,154791932,155.51635245354694,False
154777796,154791934,154.8922343072785,False
154777796,154847557,155.70860312661029,False
154777796,154777797,151.66021514641096,True
154777797,154791937,155.37388379657006,False
154777797,154813974,155.4044595897738,False
154777797,154777799,157.94131810208842,True
154777799,154777800,152.4204721082594,True
154777799,154791939,155.80380926476843,False
154777799,154847559,155.27090673953617,False
154777800,154831701,155.40094529173146,False
154777800,154777803,151.8279853452231,True
154777800,154791941,155.83591371445277,False
154777803,154791943,155.54878743012486,False
154777803,154800659,155.6302872934095,False
154777803,154777805,152.32405607634314,True
154777805,154791945,155.7498329275208,False
154777805,154847561,155.58592617098262,False
154777805,154777807,152.33402051728285,True
154777807,154777809,157.37550710233754,True
154777807,154791947,156.465782902381,False
154777807,154759654,78.23144070633717,False
154777809,5223809973,103.83511154188272,False
154777809,154791949,155.8036857796002,False
154777809,154777811,183.0327488009492,True
154777811,154791953,155.7342970227358,False
154777811,154806995,61.26666811688093,False
154777811,154777813,152.19993532180746,True
154777813,154813910,90.32671262143016,False
154777813,154809782,61.14701489730226,False
154777813,5284690964,152.14360492210355,True
154777814,154777816,147.84347261299982,True
154777814,154782608,90.43104637807733,False
154777816,154836721,90.57249864511296,False
154777816,154847567,73.21106391613361,False
154777816,154777817,152.18777593365775,True
154777817,154791187,145.7914512191324,False
154777817,154791183,73.86912465963456,False
154777817,154777819,152.1827644941257,True
154777819,154791870,143.1252451125262,False
154777819,154847569,73.47925983014568,False
154777819,154777822,313.2645948738992,True
154777822,154812693,142.30313685695063,False
154777822,154777825,148.9232950400037,True
154777825,154777833,152.39979874338945,True
154777833,154779296,53.03426713240492,False
154777833,154779294,142.16097867233336,False
154777833,154777835,304.51117222564875,True
154777835,154847526,141.9050485600053,False
154777835,154777843,304.011999478555,True
154777843,7251468521,191.61146665162536,False
154777843,154756935,71.66883778401794,False
154777843,154777845,304.0665195807527,True
154777845,154786126,205.2153563533662,False
154777845,154770527,71.44030422267429,False
154777845,154777847,304.59489573069993,True
154777847,154777849,304.29899444924496,True
154777847,154796132,72.94208711517749,False
154777847,154796130,141.66252025380788,False
154777849,154777851,130.99424510512307,True
154777849,154835527,72.38345967254219,False
154777849,154847530,141.8760813952367,False
154777851,154756347,685.7825806516896,True
154777851,154804102,143.86596922289647,False
154777851,154777856,100.82536014962287,True
154777851,154791973,157.40559646262747,False
154777856,154777862,186.62805059030003,True
154777862,154791907,131.21341260652582,False
154777862,154854172,211.72933325064955,False
154777862,154777864,123.10384290710894,True
154777864,154777866,126.15916892148284,False
154777864,6292029107,126.95247012920676,False
154777864,154819250,210.7234152479959,False
154777866,154791909,132.15315083680227,False
154777866,154798807,210.57594749750342,False
154777866,154777870,123.01324237504018,False
154777866,154777864,126.15916892148283,False
154777870,154785681,131.81041602808114,False
154777870,154785679,210.5888319371331,False
154777870,154777872,123.53977106442937,False
154777870,154777866,123.01324237504019,False
154777872,154795887,77.90217572781071,False
154777872,154777874,153.93406307396037,False
154777872,154777870,123.53977106442936,False
154777874,154756459,53.222446772690645,False
154777874,154787153,103.90593070519328,False
154777874,154777872,153.93406307396035,False
154777885,154777889,76.0621576975341,False
154777885,154756459,23.278702849348917,False
154777885,154805293,24.62687387163257,False
154777889,154777895,73.88634299053277,False
154777889,154777885,76.0621576975341,False
154777889,154797069,147.94818405470554,False
154777895,154777897,43.9545549037743,False
154777895,154777889,73.88634299053277,False
154777895,154756069,54.13696132291623,False
154777897,154777895,43.9545549037743,False
154777897,154777908,149.67858853416791,False
154777897,154847546,154.15338747442235,False
154777908,154777915,197.41642296667217,False
154777908,154777897,149.67858853416794,False
154777908,154848503,249.2876670230047,False
154777908,154847546,56.51480199418802,False
154777915,154777918,61.050094198561354,False
154777915,154777908,197.41642296667217,False
154777915,154847539,53.79657112416351,False
154777918,154777926,308.9655309889225,False
154777918,154777915,61.05009419856137,False
154777918,154848520,189.33770827705754,False
154777926,154846101,53.738760573465925,False
154777926,154777918,308.9655309889225,False
154777926,154848520,168.02899114677422,False
154777933,154798880,116.70671723726747,False
154777933,154798882,249.8236988835911,False
154777946,154758862,66.84763614802071,False
154777946,154793409,131.9206909623403,False
154777946,154793405,159.33504543492379,False
154777946,154777948,153.3223650747269,False
154777948,154777946,153.3223650747269,False
154777948,154801461,172.71712859978786,False
154777948,154777950,152.21842282671153,False
154777948,154847555,132.1394859769743,False
154777950,5296125359,26.4259051395193,False
154777950,2483963857,55.78559141509561,False
154777950,154777948,152.2184228267115,False
154777950,2483963851,96.0416929651916,False
154777952,154847557,129.75529053496422,False
154777952,2483963851,55.57075943320885,False
154777952,154777954,150.9147461437079,False
154777952,154801451,158.51634146887304,False
154777954,154777952,150.91474614370787,False
154777954,2873505503,159.08371974455446,False
154777954,154813974,129.76833613577486,False
154777954,154760832,157.66570883496433,False
154777959,2873505508,17.61151599627003,False
154777959,3454299622,37.7199728397397,True
154777959,2873505506,65.76779181175115,True
154777959,5303701043,45.03734931848184,False
154777962,154777959,149.3559246344943,True
154777962,154800659,131.3102268183544,False
154777962,5534788886,63.82101422599483,False
154777964,154847561,131.4774338869567,False
154777964,154793658,63.15349035324592,False
154777964,154777962,151.96323263097491,True
154777966,154813655,62.76568386425686,False
154777966,154777964,152.81946498698784,True
154777966,154825483,131.53824708692602,False
154777970,154777966,341.45556113066436,True
154777970,5130443410,61.99657859274715,False
154777972,4591252654,143.35805958250913,False
154777972,154793647,60.63360481807579,False
154777972,154777970,151.40656201793465,True
154777975,154782565,60.99528532693386,False
154777975,154777972,151.63435960147416,True
154777978,154793649,60.75633128003294,False
154777978,154812722,60.445006494591524,False
154777978,5303757333,106.60815383140263,True
154777979,154791179,104.1489316397819,False
154777979,154777978,153.2113428695367,True
154777980,154809909,103.95030640848324,False
154777980,154777979,150.90586665243566,True
154777983,154812693,145.139205153661,False
154777983,154777980,312.1706548657382,True
154777983,154789468,142.34085024249552,False
154777985,154777983,89.43783730912122,True
154777986,154779294,144.67545185907545,False
154777986,154779291,142.29103252345945,False
154777986,154777985,213.21391456860283,True
154777992,154847524,145.0530375511966,False
154777992,154777986,152.28058713197973,True
154777995,154777992,152.67332241074166,True
154777995,154847526,145.00198692893383,False
154777995,154789470,142.40898180517752,False
154777999,154777995,303.5244699295981,True
154777999,154817813,144.8376821536722,False
154777999,154789472,141.8365004874926,False
154778002,154786124,144.52212026938784,False
154778002,154786122,142.27585014688552,False
154778002,154777999,304.76615460238554,True
154778005,154778002,75.73921245055092,True
154778005,154762628,142.2555808760938,False
154778009,154796128,116.37587676848216,False
154778009,5269404988,120.82098478394217,True
154778009,154796130,144.90576089822935,False
154778013,154778009,303.7498698414055,True
154778013,154847530,145.1721597660917,False
154778013,154869985,99.41105649183756,False
154778015,154778020,18.55605161561079,False
154778015,154778013,131.9519741869642,True
154778015,154757758,110.62386862903567,False
154778020,154782527,54.11917378064429,True
154778020,154778032,143.98197608266224,False
154778020,154778015,18.55605161561079,False
154778032,154777856,238.37144634584774,True
154778032,154854172,227.98751215787019,False
154778032,154778020,143.98197608266221,False
154778045,154812717,185.00268260617653,False
154778045,154793452,131.11390150337033,False
154778045,154778047,152.2942996409379,False
154778047,154806652,130.30270461609067,False
154778047,154778045,152.2942996409379,False
154778047,154778049,146.30844684674406,False
154778049,154789964,131.5305289833119,True
154778049,154778047,146.30844684674406,False
154778049,154778053,18.742157672141488,False
154778053,154778049,18.742157672141488,False
154778053,154778055,145.8252376807622,False
154778055,154847553,131.53589802515893,False
154778055,154813667,62.539891477745414,False
154778055,154778053,145.8252376807622,False
154778055,154766757,92.17371429192325,False
154778060,154846432,13.235516603325221,False
154778060,154778067,87.8495768388453,False
154778060,154846436,209.11687025924374,False
154778067,154778071,85.4309626827164,False
154778067,154778060,87.84957683884531,False
154778067,154870414,196.69385368383914,False
154778067,154870412,107.2479113438003,False
154778071,154778074,85.05124943015231,False
154778071,154778067,85.4309626827164,False
154778071,154848097,181.35387984062638,False
154778071,154848093,98.9290558560836,False
154778074,154778076,85.21650334761553,False
154778074,154778071,85.05124943015231,False
154778074,154813941,155.628732386329,False
154778074,154813937,83.63763866424472,False
154778076,154778078,85.26897268657586,False
154778076,154778074,85.21650334761553,False
154778076,154847544,210.93445416243506,False
154778076,154861917,92.1473002474846,False
154778078,154778080,85.47634098171903,False
154778078,154778076,85.26897268657586,False
154778078,154831347,111.68008864844246,False
154778078,154831342,94.20535428078279,False
154778080,154778082,84.81153824502151,False
154778080,154778078,85.47634098171903,False
154778080,154800449,95.49444638686731,False
154778080,154800441,93.88413495738617,False
154778082,154778080,84.81153824502151,False
154778082,5847178137,212.9947765480864,False
154778082,154870570,65.33710260636826,False
154778082,154870568,88.41064400025542,False
154778104,154853311,160.783460540755,False
154778104,154832569,115.18432367149003,False
154778104,154778106,14.60421947632481,False
154778106,154801397,399.6228745608921,False
154778106,154778188,769.3398451005694,False
154778106,154778104,14.60421947632481,False
154778188,154778191,40.561102091838826,False
154778188,154801397,200.09533434787548,False
154778188,154778106,769.3398451005695,False
154778191,154778292,714.5950784593441,False
154778191,154778188,40.56110209183883,False
154778191,154778215,191.74453336638697,False
154778215,154778191,191.74453336638697,False
154778292,154778191,714.595078459344,False
154778358,154850756,30.88615417375393,False
154778358,154873840,103.53854601511804,False
154778358,154778364,304.8308041975178,False
154778364,154778358,304.8308041975178,False
154778770,154778773,85.0489944171818,False
154778770,154840463,82.22907701154824,False
154778770,154840458,24.61770229090971,False
154778773,154778783,132.86645727138173,False
154778773,154778770,85.0489944171818,False
154778773,154780383,170.57269130670298,False
154778783,154778798,196.87084240660943,False
154778783,154778773,132.86645727138173,False
154778783,154780383,190.93747035604488,False
154778783,154780414,88.7327170301063,False
154778798,154778783,196.87084240660943,False
154778798,154815607,116.03911589457627,False
154778798,154806546,21.902569957723394,False
154778988,154779000,304.64382432514907,False
154778988,154816864,17.74321712302434,False
154778988,154816860,45.911127495420914,False
154779000,154778988,304.6438243251491,False
154779245,154859734,37.57978009963252,False
154779245,154751553,527.4907296600609,False
154779245,154856716,60.032227244880936,False
154779262,154779275,237.85810365880056,False
154779262,154751553,88.16776284704582,False
154779262,154802163,87.00213129016592,False
154779275,154779277,152.44378917678745,False
154779275,154779262,237.85810365880056,False
154779275,154812689,149.32907719044343,False
154779275,154850746,85.17102571668873,False
154779277,154787103,150.16624792817956,False
154779277,154787105,149.37971535536101,False
154779277,154779275,152.44378917678745,False
154779277,154779278,77.35713187670868,False
154779278,154779280,76.57747220311309,False
154779278,154779277,77.35713187670869,False
154779278,154828317,147.98467292410942,False
154779278,154812687,151.72129791706686,False
154779280,154812686,152.6657995049659,False
154779280,154850736,147.6412413441637,False
154779280,154779278,76.57747220311309,False
154779287,154779289,117.34110468136039,False
154779287,4635055976,78.02164847731504,False
154779287,154785112,303.887598295569,False
154779289,154779291,142.00033864293218,False
154779289,154779287,117.3411046813604,False
154779289,154825748,304.1683320113,False
154779289,154812692,304.4986825357948,False
154779291,154777986,142.29103252345942,False
154779291,154779289,142.00033864293218,False
154779291,154789470,304.52855064760786,False
154779291,154789468,304.3866090659139,False
154779294,154777833,142.16097867233339,False
154779294,154777986,144.67545185907542,False
154779294,154847524,151.78880714670242,False
154779294,154788801,88.86529941428171,False
154779296,154777833,53.03426713240492,False
154779389,154836318,163.27291647421336,False
154779389,154786291,414.2036329969389,False
154779389,5298596839,785.5492708334225,True
154779433,154774280,78.91757539901683,False
154779512,154774410,350.24338670967427,False
154780335,154847118,63.59935226873792,False
154780335,154756933,70.14832431477696,False
154780335,154817813,78.80073144200297,False
154780383,154780385,88.48410796944346,False
154780383,154778783,190.93747035604486,False
154780383,154778773,170.57269130670298,False
154780385,154780387,22.75472188134231,False
154780385,154780383,88.48410796944346,False
154780385,154853286,198.12221241844318,False
154780385,5583501549,193.95839267654574,False
154780387,154780385,22.754721881342306,False
154780387,154801393,37.80803259404329,False
154780387,154853311,199.7915821381931,False
154780391,154869982,104.47961671196124,False
154780391,5221858152,234.00318145730245,False
154780391,154780411,266.7151987272013,False
154780411,5221858152,17.07361582658193,False
154780411,5842529269,17.534625505589794,False
154780411,154780391,266.71519872720137,False
154780414,5221858152,8.993671215580614,False
154780414,5842529269,10.048558647347674,False
154780414,154778783,88.7327170301063,False
154780550,154816693,84.49857960762029,False
154780550,154816687,153.5395926054178,False
154780559,154780550,743.7924230636904,True
154780559,154786462,78.8014124164807,False
154780559,154786449,134.77317158435184,False
154780801,154805939,200.9159175456328,False
154781954,154835527,103.01473782171004,False
154781954,154812817,98.88130514343236,False
154781954,154781956,86.1049812060131,False
154781956,154791971,102.57389223424846,False
154781956,154791969,99.61557561630988,False
154781956,154781958,156.2236506718533,False
154781956,154781954,86.1049812060131,False
154781958,154781960,88.33077921810225,False
154781958,154781956,156.2236506718533,False
154781958,154804736,101.78837830647636,False
154781958,154791969,254.15637396838525,False
154781960,154781958,88.33077921810225,False
154782213,154782215,123.50887211471579,False
154782213,154854172,196.17727579760472,False
154782213,154819250,74.24747921780914,False
154782213,154819249,37.764931045971316,False
154782215,154798806,28.90705888577473,False
154782215,154782217,123.10954669382876,False
154782215,154782213,123.50887211471579,False
154782215,154798807,74.56090990386038,False
154782217,154785679,75.59428295799297,False
154782217,154785677,33.08780652394154,False
154782217,154782215,123.10954669382873,False
154782225,154873940,52.774300103903045,False
154782225,154787155,188.81009361564278,False
154782225,154868886,78.64412085276908,False
154782526,154782543,11.999829981615871,False
154782526,154869989,116.8921549930752,False
154782526,154782527,45.21442602844362,False
154782527,154782526,45.21442602844362,False
154782532,154786115,234.09473197287815,False
154782532,154786113,258.3675758904872,False
154782532,154782534,85.93612812114606,False
154782534,154782551,109.44378001838045,False
154782534,154782536,276.43400746242327,False
154782534,154782532,85.93612812114606,False
154782536,154802641,83.39789703361859,False
154782536,154782534,276.4340074624232,False
154782536,154782543,189.86670194282613,False
154782543,154782536,189.86670194282615,False
154782543,154869985,175.48744868797988,False
154782543,154782526,11.999829981615871,False
154782551,154782534,109.44378001838047,False
154782551,154789476,174.47613249699873,False
154782551,154802638,253.75064987572685,False
154782563,154859476,151.94304309421562,False
154782563,154813659,152.1715730464988,False
154782563,154782565,73.74156467154647,False
154782565,154777975,60.99528532693385,False
154782565,154782563,73.74156467154646,False
154782565,154793647,151.71086545961785,False
154782572,5812931019,175.07763967455213,False
154782572,154782601,43.30108990029188,False
154782572,154782574,48.27430845385918,False
154782574,154782580,76.26402364727319,False
154782574,154782572,48.27430845385918,False
154782574,154802903,142.89288454554162,False
154782580,154782574,76.26402364727319,False
154782580,154844077,247.37131288115546,False
154782580,154841689,11.524950174090591,False
154782583,154782584,95.94779005174657,False
154782583,154782623,100.97237446505538,False
154782583,154854213,149.43092223299203,False
154782583,154806964,310.3930269129634,False
154782584,154782586,96.20860119490861,False
154782584,154782583,95.94779005174657,False
154782584,154841429,149.0358480931515,False
154782584,154806966,310.2638146437163,False
154782586,154782588,106.7143292623658,False
154782586,154782584,96.20860119490861,False
154782586,154859485,148.93961245771223,False
154782586,154813905,161.91744358133448,False
154782588,154751588,56.011312356667176,False
154782588,154782586,106.71432926236577,False
154782588,154810757,153.60914799468054,False
154782588,154810755,161.61778587059572,False
154782590,154859488,152.02889672119218,False
154782590,154782601,108.78665097674377,False
154782590,154813916,177.21927823516677,True
154782601,154802901,91.97535809058857,False
154782601,154782572,43.30108990029188,False
154782601,154782590,108.78665097674374,False
154782608,154813910,156.60659059964433,False
154782608,154782610,70.48773694950152,False
154782608,154777814,90.43104637807733,False
154782610,154782612,71.21827977615791,False
154782610,154782608,70.48773694950151,False
154782610,154791958,147.48367098594426,False
154782610,154791955,157.0476526003817,False
154782612,154807863,147.29856199468205,True
154782612,154782614,71.80072863930047,False
154782612,154782610,71.2182797761579,False
154782614,154804722,147.68560302418473,False
154782614,154804720,311.2648927046035,False
154782614,154782615,38.52055512035108,False
154782614,154782612,71.80072863930047,False
154782615,154782614,38.52055512035108,False
154782619,154813897,151.91725501568536,False
